loc_rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_sma,koi_teq,koi_insol,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,ra,dec,koi_kepmag,koi_comment
92,3351888,K00801.01,Kepler-685 b,CONFIRMED,CANDIDATE,1,0,0,0,0,1.625522174,170.8266564,0.076,2.38963,7.97E+03,9.73,0.0265,1579,1467.41,799.7,1,q1_q17_dr25_tce,5539,4.322,0.16,1.106,0.935,293.87192,38.422939,15.001,SAME_NTL_PERIOD
93,3453214,K00802.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,19.62034692,181.881819,0.458,2.0038,2.17E+04,13.6,0.1389,643,40.39,340.5,1,q1_q17_dr25_tce,5710,4.492,-0.1,0.905,0.928,293.81619,38.563568,15.562,NO_COMMENT
94,3554600,K00803.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,1,0,7.544039,171.7982,1.175,6.222,3.23E+02,17.47,0.0731,838,116.46,14.2,2,q1_q17_dr25_tce,5657,4.567,-0.18,0.824,0.919,293.94116,38.601101,15.559,MOD_SEC_DV
95,3641726,K00804.01,Kepler-1727 b,CONFIRMED,CANDIDATE,1,0,0,0,0,9.02930689,177.20422,0.024,3.1449,1.02E+03,2.57,0.0796,757,77.75,53.9,1,q1_q17_dr25_tce,5349,4.526,-0.12,0.82,0.824,290.33362,38.72823,15.387,NO_COMMENT
96,3734868,K00805.01,,FALSE POSITIVE,FALSE POSITIVE,0.053,0,1,0,0,10.32803571,174.581054,0.281,7.7915,1.69E+04,13.28,0.0888,843,119.31,636.8,1,q1_q17_dr25_tce,5627,4.359,-0.1,1.024,0.874,287.69675,38.886452,15.646,NO_COMMENT
97,3832474,K00806.01,Kepler-30 d,CONFIRMED,CANDIDATE,1,0,0,0,0,143.2063047,154.23552,0.379,8.9302,1.06E+04,8.9,0.5336,308,2.14,138.8,2,q1_q17_dr25_tce,5485,4.556,0.21,0.867,0.986,285.28363,38.947281,15.403,NO_COMMENT
98,8395660,K00116.03,Kepler-106 b,CONFIRMED,CANDIDATE,0.95,0,0,0,0,6.164876,135.63916,0.646,3.262,5.58E+01,0.79,0.0648,1021,256.35,14.4,3,q1_q17_dr25_tce,5854,4.406,-0.12,1.012,0.951,300.86398,44.337551,12.882,CENT_RESOLVED_OFFSET
99,3832474,K00806.02,Kepler-30 c,CONFIRMED,CANDIDATE,0.745,0,0,0,0,60.32494216,243.892578,0.224,6.6188,2.03E+04,12.19,0.2998,411,6.77,347.2,1,q1_q17_dr25_tce,5485,4.556,0.21,0.867,0.986,285.28363,38.947281,15.403,CENT_RESOLVED_OFFSET
100,3832474,K00806.03,Kepler-30 b,CONFIRMED,CANDIDATE,,0,0,0,0,29.1598615,150.69922,0.3619,4.803,4.88E+02,1.91,0.1847,524,17.85,11.6,,,5485,4.556,0.21,0.867,0.986,285.28363,38.947281,15.403,NO_COMMENT
101,3836375,K00807.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1,1.540397253,170.50479,1.225,2.1541,8.16E+02,25.69,0.0264,1470,1105.68,38.8,1,q1_q17_dr25_tce,5663,4.53,0.21,0.915,1.034,286.92639,38.921631,15.974,NO_COMMENT
102,3838486,K00808.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1,2.99025443,171.9834,0.014,5.414,5.89E+02,1.7,0.0367,918,168.45,48.5,1,q1_q17_dr25_tce,4667,4.578,0.1,0.731,0.737,287.74881,38.92955,15.842,NO_COMMENT
103,3935914,K00809.01,Kepler-686 b,CONFIRMED,CANDIDATE,1,0,0,0,0,1.594745374,170.6483505,0.514,1.9604,1.50E+04,11.3,0.0258,1539,1329.42,1009.3,1,q1_q17_dr25_tce,5934,4.491,-0.38,0.893,0.901,285.21381,39.027481,15.53,NO_COMMENT
104,3940418,K00810.01,Kepler-1728 b,CONFIRMED,CANDIDATE,1,0,0,0,0,4.783002698,170.508434,0.003,2.335,1.01E+03,2.5,0.0535,886,145.48,70.6,1,q1_q17_dr25_tce,5170,4.574,0.18,0.807,0.891,287.09399,39.060719,15.119,MOD_SEC_DV
105,4049131,K00811.01,Kepler-687 b,CONFIRMED,CANDIDATE,1,0,0,0,0,20.50588921,181.43428,0.26,4.0595,2.11E+03,3.41,0.1326,518,17.06,78.5,1,q1_q17_dr25_tce,4905,4.544,-0.04,0.761,0.739,289.31543,39.153278,15.398,NO_COMMENT
106,4139816,K00812.01,Kepler-235 b,CONFIRMED,CANDIDATE,1,0,0,0,0,3.340218842,171.979062,0.466,1.9104,1.63E+03,2.03,0.0348,656,43.73,71.6,1,q1_q17_dr25_tce,3950,4.754,-0.46,0.493,0.502,286.07913,39.27832,15.954,CENT_CROWDED
107,5287983,K00828.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,2.507089906,171.002455,1.255,2.0067,1.34E+03,30.26,0.0365,1326,730.47,64.9,1,q1_q17_dr25_tce,5926,4.506,-0.04,0.939,1.03,295.37805,40.493401,15.555,NO_COMMENT
108,5358241,K00829.01,Kepler-53 b,CONFIRMED,CANDIDATE,1,0,0,0,0,18.64932728,174.771,0.08,4.4056,8.94E+02,3.12,0.139,701,57.13,46.1,1,q1_q17_dr25_tce,5775,4.405,0.16,1.053,1.026,290.46176,40.562462,15.386,NO_COMMENT
109,10875245,K00117.02,Kepler-107 c,CONFIRMED,CANDIDATE,1,0,0,0,0,4.90144976,138.60548,0.529,4.1654,1.41E+02,1.7,0.0586,1262,598.74,50.6,3,q1_q17_dr25_tce,5847,4.191,0.26,1.402,1.113,297.02826,48.208611,12.487,NO_COMMENT
110,5358241,K00829.02,Kepler-53 d,CONFIRMED,CANDIDATE,0.998,0,0,0,0,9.75192101,138.78608,0.949,4.793,4.18E+02,2.76,0.0902,870,135.66,28.5,3,q1_q17_dr25_tce,5775,4.405,0.16,1.053,1.026,290.46176,40.562462,15.386,NO_COMMENT
111,5358241,K00829.03,Kepler-53 c,CONFIRMED,CANDIDATE,1,0,0,0,0,38.5576546,163.85063,0.911,5.794,9.93E+02,4.02,0.2255,550,21.71,39.7,2,q1_q17_dr25_tce,5775,4.405,0.16,1.053,1.026,290.46176,40.562462,15.386,NO_COMMENT
112,5358624,K00830.01,Kepler-428 b,CONFIRMED,CANDIDATE,0.99,0,0,0,0,3.525632539,170.0479951,0.12,2.59959,2.23E+04,11.58,0.0431,975,213.12,1996.7,1,q1_q17_dr25_tce,5150,4.572,0.08,0.793,0.855,290.58173,40.5774,15.224,NO_COMMENT
113,4544670,K00815.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,34.84398644,172.633252,0.934,2.9315,4.52E+03,7.61,0.1971,511,16.1,76.8,1,q1_q17_dr25_tce,5509,4.482,-0.16,0.871,0.84,285.92001,39.624828,15.684,NO_COMMENT
114,4664847,K00816.01,Kepler-690 b,CONFIRMED,CANDIDATE,1,0,0,0,0,7.748094239,174.997206,0.517,3.5957,2.47E+03,5.52,0.081,964,204.39,113.2,1,q1_q17_dr25_tce,5973,4.439,0.36,1.085,1.181,294.4899,39.771439,15.67,CENT_KIC_POS
115,4725681,K00817.01,Kepler-236 c,CONFIRMED,CANDIDATE,1,0,0,0,0,23.96793669,186.22182,0.416,3.827,1.18E+03,1.8,0.1322,329,2.77,27.5,1,q1_q17_dr25_tce,3747,4.728,0.1,0.524,0.536,283.86639,39.898079,15.414,MOD_SEC_DV
116,4725681,K00817.02,Kepler-236 b,CONFIRMED,CANDIDATE,0.995,0,0,0,0,8.29561738,135.79284,0.888,1.3421,8.24E+02,1.82,0.0652,469,11.39,17.9,2,q1_q17_dr25_tce,3747,4.728,0.1,0.524,0.536,283.86639,39.898079,15.414,DEEP_V_SHAPED
117,4913852,K00818.01,Kepler-691 b,CONFIRMED,CANDIDATE,1,0,0,0,0,8.11437482,176.33968,0.573,2.2736,1.56E+03,2.1,0.0649,460,10.55,56.4,1,q1_q17_dr25_tce,3692,4.753,0.28,0.517,0.553,288.81201,40.033401,15.877,MOD_SEC_DV
118,4932348,K00819.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,38.03672948,196.934947,0.501,4.34617,8.29E+04,27.5,0.2252,500,14.81,1300,1,q1_q17_dr25_tce,5575,4.521,0.36,0.932,1.051,294.14789,40.055538,15.472,NO_COMMENT
119,4936180,K00820.01,,CANDIDATE,CANDIDATE,0,0,0,0,0,4.64090031,173.64638,1.28,35.512,2.45E+03,30.09,0.0503,1155,421.08,296.9,1,q1_q17_dr25_tce,6463,4.5,-1.66,0.826,0.786,295.11371,40.071171,15.27,NO_COMMENT
120,11913073,K00011.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,3.747838198,171.66504,1.121,5.0642,6.16E+02,13.65,0.046,1031,266.76,138.2,1,q1_q17_dr25_tce,5514,4.569,-0.04,0.826,0.926,291.06152,50.265129,13.496,MOD_SEC_DV
121,10875245,K00117.01,Kepler-107 e,CONFIRMED,CANDIDATE,0.992,0,0,0,0,14.74914825,138.77799,0.173,6.0995,4.30E+02,2.89,0.1221,874,137.91,107.4,1,q1_q17_dr25_tce,5847,4.191,0.26,1.402,1.113,297.02826,48.208611,12.487,NO_COMMENT
122,5021899,K00821.01,Kepler-692 b,CONFIRMED,CANDIDATE,1,0,0,0,0,21.81295996,174.01085,0.053,4.3791,1.18E+03,3.38,0.1495,639,39.33,37.8,1,q1_q17_dr25_tce,5601,4.41,0.08,0.999,0.934,294.77686,40.15374,15.54,NO_COMMENT
123,5077629,K00822.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,7.91936937,172.181092,0.733,3.3148,1.51E+04,10.34,0.0737,814,104,389,1,q1_q17_dr25_tce,5690,4.588,-0.4,0.776,0.852,283.53845,40.217999,15.805,NO_COMMENT
124,5115978,K00823.01,,CANDIDATE,CANDIDATE,,0,0,0,0,1.028436523,170.228582,1.5734,1.8606,8.10E+03,72.77,0.0197,1947,3400.48,89.6,,,6228,4.428,-0.44,0.99,0.959,296.00699,40.295429,15.202,NO_COMMENT
125,5164255,K00824.01,Kepler-693 b,CONFIRMED,CANDIDATE,1,0,0,0,0,15.37562369,173.61402,0.692,3.3169,1.53E+04,11.01,0.1121,600,30.54,166,1,q1_q17_dr25_tce,4986,4.496,0.16,0.833,0.793,283.25354,40.358189,16.422,CENT_UNRESOLVED_OFFSET
126,5252423,K00825.01,Kepler-237 c,CONFIRMED,CANDIDATE,1,0,0,0,0,8.10363271,176.9486,0.047,3.161,8.88E+02,2.11,0.0712,687,52.82,39.3,1,q1_q17_dr25_tce,4861,4.574,-0.08,0.732,0.733,283.22141,40.421829,15.289,CENT_RESOLVED_OFFSET
127,5252423,K00825.02,Kepler-237 b,CONFIRMED,CANDIDATE,1,0,0,0,0,4.71510843,134.96178,0.258,2.506,4.18E+02,1.46,0.0496,823,108.84,21.3,2,q1_q17_dr25_tce,4861,4.574,-0.08,0.732,0.733,283.22141,40.421829,15.289,CENT_KIC_POS
128,5272878,K00826.01,Kepler-694 b,CONFIRMED,CANDIDATE,1,0,0,0,0,6.365839713,171.13575,0.524,2.9721,7.81E+02,2.44,0.0659,914,165.33,70.8,1,q1_q17_dr25_tce,5776,4.554,-0.18,0.849,0.939,291.14951,40.420521,15.09,CENT_KIC_POS
129,5283542,K00827.01,,FALSE POSITIVE,FALSE POSITIVE,0.037,0,0,1,0,5.97581754,174.77602,0.941,3.065,9.62E+02,3.86,0.066,1047,284.25,50.3,1,q1_q17_dr25_tce,6108,4.471,-0.08,0.997,1.072,294.22397,40.417858,15.546,NO_COMMENT
130,5649215,K00839.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1,2.446737317,170.66951,1.241,4.7211,1.18E+03,26.25,0.0351,1261,597.19,110.2,1,q1_q17_dr25_tce,5764,4.548,-0.12,0.863,0.959,298.96112,40.862808,15.021,CENT_KIC_POS
131,5651104,K00840.01,Kepler-695 b,CONFIRMED,CANDIDATE,1,0,0,0,0,3.04033046,169.9490106,0.736,1.8411,1.09E+04,8.99,0.0374,1021,257.29,568.2,1,q1_q17_dr25_tce,5035,4.519,-0.06,0.791,0.754,299.3161,40.82238,15.028,MOD_SEC_DV
132,5792202,K00841.01,Kepler-27 b,CONFIRMED,CANDIDATE,1,0,0,0,0,15.33528675,174.00278,0.773,3.897,3.08E+03,5,0.1179,610,32.67,86.6,2,q1_q17_dr25_tce,5251,4.581,0.21,0.817,0.926,292.23676,41.08588,15.855,MOD_SEC_DV
133,10875245,K00117.04,Kepler-107 d,CONFIRMED,CANDIDATE,0.998,0,0,0,0,7.95825328,137.80219,0.706,4.377,5.00E+01,1.06,0.0809,1074,314.15,14.7,4,q1_q17_dr25_tce,5847,4.191,0.26,1.402,1.113,297.02826,48.208611,12.487,DEEP_V_SHAPED
134,5792202,K00841.02,Kepler-27 c,CONFIRMED,CANDIDATE,1,0,0,0,0,31.33046135,153.43031,0.798,5.176,5.07E+03,6.5,0.1898,481,12.61,117.2,1,q1_q17_dr25_tce,5251,4.581,0.21,0.817,0.926,292.23676,41.08588,15.855,NO_COMMENT
135,5370302,K00831.01,,FALSE POSITIVE,FALSE POSITIVE,0.006,0,1,0,0,3.9043425,173.393734,0.709,3.831,1.62E+04,12.28,0.0484,1104,351.05,323.4,1,q1_q17_dr25_tce,5810,4.526,-0.06,0.898,0.989,294.05676,40.549679,15.016,NO_COMMENT
136,5372966,K00832.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,9.286358079,171.8214689,0.377,3.49949,4.48E+04,17.61,0.081,796,95.03,1671.1,1,q1_q17_dr25_tce,5670,4.523,-0.4,0.821,0.82,294.74396,40.53392,15.365,NO_COMMENT
137,5376067,K00833.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,3.951405455,173.276125,1.276,2.1862,2.45E+03,31.44,0.0482,1133,388.71,117.2,1,q1_q17_dr25_tce,6046,4.539,-0.38,0.869,0.953,295.50439,40.505489,15.446,NO_COMMENT
138,5436502,K00834.01,Kepler-238 e,CONFIRMED,CANDIDATE,0.999,0,0,0,0,23.65369415,171.376107,0.008,8.2183,3.34E+03,7.89,0.1658,731,67.65,266.3,1,q1_q17_dr25_tce,5739,4.191,0.3,1.384,1.083,287.89713,40.637821,15.084,NO_COMMENT
139,5436502,K00834.02,Kepler-238 d,CONFIRMED,CANDIDATE,0.996,0,0,0,0,13.23352214,140.32196,0.014,6.7372,5.05E+02,3.06,0.1126,888,146.67,49.1,2,q1_q17_dr25_tce,5739,4.191,0.3,1.384,1.083,287.89713,40.637821,15.084,NO_COMMENT
140,5436502,K00834.03,Kepler-238 c,CONFIRMED,CANDIDATE,0.997,0,0,0,0,6.15560285,134.81656,0.235,4.9843,2.85E+02,2.32,0.0676,1146,406.94,35.1,3,q1_q17_dr25_tce,5739,4.191,0.3,1.384,1.083,287.89713,40.637821,15.084,CENT_KIC_POS
141,5436502,K00834.04,Kepler-238 b,CONFIRMED,CANDIDATE,1,0,0,0,0,2.090811305,134.17462,0.746,3.388,1.16E+02,1.62,0.0329,1642,1718.04,19.9,5,q1_q17_dr25_tce,5739,4.191,0.3,1.384,1.083,287.89713,40.637821,15.084,CENT_KIC_POS
142,10875245,K00117.03,Kepler-107 b,CONFIRMED,CANDIDATE,0.995,0,0,0,0,3.180027898,133.49863,0.196,3.5797,1.20E+02,1.53,0.0439,1458,1066.86,50.4,2,q1_q17_dr25_tce,5847,4.191,0.26,1.402,1.113,297.02826,48.208611,12.487,MOD_ODDEVEN_DV
143,5436502,K00834.05,Kepler-238 f,CONFIRMED,CANDIDATE,0.989,0,0,0,0,50.4467417,178.5014,0.379,7.159,3.70E+02,2.67,0.2747,568,24.64,19.4,4,q1_q17_dr25_tce,5739,4.191,0.3,1.384,1.083,287.89713,40.637821,15.084,NO_COMMENT
144,5456651,K00835.01,Kepler-239 b,CONFIRMED,CANDIDATE,1,0,0,0,0,11.76307164,180.93613,0.048,2.9076,1.04E+03,2.35,0.0954,616,33.99,48.9,1,q1_q17_dr25_tce,4959,4.603,0.16,0.756,0.849,294.20215,40.66341,15.208,NO_COMMENT
145,5456651,K00835.02,Kepler-239 c,CONFIRMED,CANDIDATE,0.878,0,0,0,0,56.2279271,132.29259,0.7,3.57,8.63E+02,2.37,0.2707,366,4.22,20.9,2,q1_q17_dr25_tce,4959,4.603,0.16,0.756,0.849,294.20215,40.66341,15.208,DEEP_V_SHAPED
146,5481416,K00836.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,2.384052875,171.58362,1.178,3.0918,1.27E+03,17.06,0.0308,1010,244.87,50.5,1,q1_q17_dr25_tce,4794,4.58,-0.22,0.701,0.683,299.64285,40.691238,15.836,NO_COMMENT
147,5531576,K00837.01,Kepler-240 c,CONFIRMED,CANDIDATE,1,0,0,0,0,7.953547,174.66224,0.3,2.6312,8.75E+02,2.25,0.0712,696,55.37,38.4,1,q1_q17_dr25_tce,4768,4.536,0.18,0.779,0.759,291.15878,40.750271,15.66,NO_COMMENT
148,5531576,K00837.02,Kepler-240 b,CONFIRMED,CANDIDATE,1,0,0,0,0,4.14451656,135.92831,0.004,2.3421,3.92E+02,1.48,0.0461,864,132.08,22.8,2,q1_q17_dr25_tce,4768,4.536,0.18,0.779,0.759,291.15878,40.750271,15.66,NO_COMMENT
149,5534814,K00838.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,4.859386384,173.011469,1.259,2.2757,6.04E+03,38.33,0.0571,1114,364.23,269.7,1,q1_q17_dr25_tce,6072,4.47,-0.1,0.988,1.05,292.21436,40.759762,15.311,NO_COMMENT
150,6291653,K00850.01,Kepler-702 b,CONFIRMED,CANDIDATE,0.999,0,0,0,0,10.52629458,176.522462,0.644,2.5211,9.77E+03,8.24,0.088,713,61.16,482.3,1,q1_q17_dr25_tce,5386,4.553,-0.2,0.793,0.82,293.87811,41.66177,15.305,NO_COMMENT
151,6392727,K00851.01,Kepler-703 b,CONFIRMED,CANDIDATE,1,0,0,0,0,4.583520948,169.973972,0.045,2.7055,3.81E+03,5.39,0.0535,1038,274.98,99.5,1,q1_q17_dr25_tce,5815,4.54,-0.12,0.877,0.973,299.18686,41.74268,15.287,CENT_KIC_POS
152,6422070,K00852.01,Kepler-704 b,CONFIRMED,CANDIDATE,0.876,0,0,0,0,3.76181843,171.90364,0.926,3.5176,5.11E+02,2.66,0.047,1121,372.62,35.9,1,q1_q17_dr25_tce,5653,4.472,0.1,0.949,0.974,283.31638,41.83712,15.257,NO_COMMENT
153,6428700,K00853.01,Kepler-242 b,CONFIRMED,CANDIDATE,1,0,0,0,0,8.20396958,169.69138,0.823,2.9667,1.02E+03,3.01,0.0735,742,71.5,54.4,1,q1_q17_dr25_tce,5015,4.499,0.1,0.826,0.785,286.5657,41.808399,15.376,NO_COMMENT
154,6428700,K00853.02,Kepler-242 c,CONFIRMED,CANDIDATE,1,0,0,0,0,14.49645186,143.41659,0.97,4.016,6.48E+02,3.01,0.1074,613,33.48,25.7,2,q1_q17_dr25_tce,5015,4.499,0.1,0.826,0.785,286.5657,41.808399,15.376,NO_COMMENT
155,5792202,K00841.03,Kepler-27 d,CONFIRMED,CANDIDATE,1,0,0,0,0,6.54626149,133.85964,0.644,2.75,6.56E+02,2.19,0.0668,810,101.78,24.8,3,q1_q17_dr25_tce,5251,4.581,0.21,0.817,0.926,292.23676,41.08588,15.855,NO_COMMENT
156,5794379,K00842.01,Kepler-241 b,CONFIRMED,CANDIDATE,1,0,0,0,0,12.71809866,175.35526,0.427,3.0957,1.15E+03,2.31,0.0934,562,23.6,52.7,1,q1_q17_dr25_tce,4702,4.592,-0.22,0.686,0.67,292.91312,41.060921,15.389,NO_COMMENT
157,5794379,K00842.02,Kepler-241 c,CONFIRMED,CANDIDATE,0.999,0,0,0,0,36.06588163,198.58423,0.26,4.3246,1.56E+03,2.64,0.1871,397,5.88,51.7,2,q1_q17_dr25_tce,4702,4.592,-0.22,0.686,0.67,292.91312,41.060921,15.389,NO_COMMENT
158,5881688,K00843.01,Kepler-696 b,CONFIRMED,CANDIDATE,1,0,0,0,0,4.190425659,171.44122,0.458,2.8589,2.88E+03,6.21,0.0535,1234,547.9,240.6,1,q1_q17_dr25_tce,6073,4.392,0.2,1.135,1.163,293.49661,41.137589,15.27,NO_COMMENT
159,6022556,K00844.01,Kepler-697 b,CONFIRMED,CANDIDATE,1,0,0,0,0,3.709870784,171.987982,0.023,3.0694,2.02E+03,4.35,0.0471,1151,415.1,116.1,1,q1_q17_dr25_tce,5727,4.463,0.14,0.978,1.013,283.86441,41.346458,15.581,MOD_SEC_DV
160,6032497,K00845.01,Kepler-698 b,CONFIRMED,CANDIDATE,1,0,0,0,0,16.3297527,177.29506,0.791,6.271,1.19E+03,3.75,0.1255,727,66.08,74.6,1,q1_q17_dr25_tce,5878,4.444,-0.06,0.987,0.989,288.51001,41.301769,15.447,CENT_KIC_POS
161,6061119,K00846.01,Kepler-699 b,CONFIRMED,CANDIDATE,0.985,0,0,0,0,27.80756622,186.713552,0.782,4.21587,2.54E+04,13.84,0.1711,554,22.24,748.1,1,q1_q17_dr25_tce,5862,4.584,-0.52,0.785,0.865,296.88821,41.396091,15.482,NO_COMMENT
162,6191521,K00847.01,Kepler-700 b,CONFIRMED,CANDIDATE,0.942,0,0,0,0,80.8723469,203.895,0.527,11.195,3.60E+03,7.59,0.3577,452,9.88,160.9,1,q1_q17_dr25_tce,5510,4.222,0.16,1.238,0.932,287.1543,41.565788,15.201,NO_COMMENT
163,6267425,K00848.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,3.166465862,172.002627,1.266,2.9381,4.36E+03,26.82,0.0371,954,196.31,122.1,1,q1_q17_dr25_tce,4968,4.575,-0.36,0.704,0.68,284.86929,41.679192,15.999,NO_COMMENT
164,3531558,K00118.01,Kepler-467 b,CONFIRMED,CANDIDATE,0.912,0,0,0,0,24.99324319,138.68167,0.686,5.9409,2.70E+02,2.29,0.1651,712,60.88,62,1,q1_q17_dr25_tce,5718,4.181,0,1.317,0.961,287.36279,38.649601,12.377,NO_COMMENT
165,6276477,K00849.01,Kepler-701 b,CONFIRMED,CANDIDATE,1,0,0,0,0,10.35533116,170.93729,0.029,3.1775,7.51E+02,2.47,0.0895,777,86.22,49.2,1,q1_q17_dr25_tce,5501,4.462,0.02,0.918,0.891,288.9942,41.633282,15.018,NO_COMMENT
166,6863998,K00867.01,Kepler-709 b,CONFIRMED,CANDIDATE,1,0,0,0,0,16.08518937,180.28319,0.867,3.984,1.44E+03,3.68,0.1173,613,33.43,62.6,1,q1_q17_dr25_tce,5239,4.523,0,0.826,0.83,292.10519,42.380322,15.219,NO_COMMENT
167,6867155,K00868.01,,CANDIDATE,CANDIDATE,0.998,0,0,0,0,235.9986399,208.399822,0.778,8.2284,2.07E+04,10.59,0.6534,188,0.29,271.8,1,q1_q17_dr25_tce,4245,4.627,0.12,0.657,0.666,293.00797,42.307201,15.172,NO_COMMENT
168,6948054,K00869.01,Kepler-245 b,CONFIRMED,CANDIDATE,1,0,0,0,0,7.49018305,174.95037,0.02,2.7297,1.12E+03,2.56,0.0703,753,76.06,53,1,q1_q17_dr25_tce,5103,4.562,0.04,0.787,0.823,291.63898,42.436321,15.599,NO_COMMENT
169,6948054,K00869.02,Kepler-245 d,CONFIRMED,CANDIDATE,1,0,0,0,0,36.2761238,201.2869,0.035,4.7865,1.57E+03,3.03,0.2012,445,9.29,45.5,2,q1_q17_dr25_tce,5103,4.562,0.04,0.787,0.823,291.63898,42.436321,15.599,NO_COMMENT
170,6948054,K00869.03,Kepler-245 c,CONFIRMED,CANDIDATE,1,0,0,0,0,17.46087931,137.26594,0.594,2.2641,8.12E+02,2.32,0.1236,568,24.6,22.6,4,q1_q17_dr25_tce,5103,4.562,0.04,0.787,0.823,291.63898,42.436321,15.599,NO_COMMENT
171,6435936,K00854.01,Kepler-705 b,CONFIRMED,CANDIDATE,0.996,0,0,0,0,56.0560754,201.16578,0.018,4.685,1.63E+03,1.94,0.228,233,0.69,27.4,1,q1_q17_dr25_tce,3593,4.757,0.26,0.491,0.503,289.50848,41.812119,15.849,CENT_KIC_POS
172,6522242,K00855.01,Kepler-706 b,CONFIRMED,CANDIDATE,0.974,0,0,0,0,41.40831669,195.78745,0.377,5.0264,2.28E+04,11.38,0.2162,453,9.93,907.8,1,q1_q17_dr25_tce,5522,4.586,-0.46,0.747,0.786,291.76041,41.944069,15.196,NO_COMMENT
173,6526710,K00856.01,,CANDIDATE,CANDIDATE,0.994,0,0,0,0,39.74893077,172.854644,0.881,7.3051,1.52E+04,14.21,0.2311,552,21.87,561.1,1,q1_q17_dr25_tce,6122,4.487,-0.18,0.964,1.041,293.17929,41.969238,15.344,DEEP_V_SHAPED
174,6587280,K00857.01,Kepler-243 b,CONFIRMED,CANDIDATE,1,0,0,0,0,5.715425977,174.87931,0.348,2.5242,9.08E+02,2.47,0.0611,850,123.03,59.4,1,q1_q17_dr25_tce,5237,4.572,0.24,0.826,0.927,285.11047,42.033958,15.086,DEEP_V_SHAPED
175,9471974,K00119.01,Kepler-108 b,CONFIRMED,CANDIDATE,0.959,0,0,0,0,49.18394185,141.911924,0.035,11.3364,1.65E+03,8.2,0.2829,669,47.4,355.7,1,q1_q17_dr25_tce,5626,3.907,0.36,2.057,1.247,294.55917,46.062328,12.654,NO_COMMENT
176,6587280,K00857.02,Kepler-243 c,CONFIRMED,CANDIDATE,0.994,0,0,0,0,20.0261412,146.91109,0.957,1.611,4.21E+02,2.28,0.1409,559,23.14,10.7,2,q1_q17_dr25_tce,5237,4.572,0.24,0.826,0.927,285.11047,42.033958,15.086,MOD_SEC_DV
177,6599919,K00858.01,,CANDIDATE,CANDIDATE,0,0,0,0,0,13.61014819,173.987319,1.081,2.594,5.73E+03,19.02,0.1061,733,68.29,184.1,1,q1_q17_dr25_tce,5697,4.46,-0.26,0.903,0.857,289.89777,42.009151,15.06,NO_COMMENT
178,6675056,K00859.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,10.44331991,175.4046,0.23,2.743,1.16E+03,2.66,0.0857,667,46.94,51.7,1,q1_q17_dr25_tce,4947,4.516,0.08,0.802,0.769,286.24356,42.148811,15.546,NO_COMMENT
179,6685526,K00861.01,Kepler-707 b,CONFIRMED,CANDIDATE,1,0,0,0,0,2.237489571,170.81914,0.128,1.8119,3.16E+02,1.41,0.0325,1160,427.17,30.7,1,q1_q17_dr25_tce,5265,4.58,0.14,0.81,0.91,290.00757,42.116459,15.001,NO_COMMENT
180,6756669,K00862.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,5.851520671,173.8228336,0.211,3.11058,3.30E+04,14.62,0.0591,901,155.89,1630.4,1,q1_q17_dr25_tce,5532,4.53,-0.34,0.806,0.804,284.08731,42.233231,15.33,NO_COMMENT
181,6784235,K00863.01,Kepler-708 b,CONFIRMED,CANDIDATE,1,0,0,0,0,3.167893418,172.147959,0.026,2.1814,7.81E+02,2.62,0.0426,1221,526.23,64.8,1,q1_q17_dr25_tce,5895,4.503,-0.02,0.94,1.026,293.81647,42.212502,15.533,CENT_KIC_POS
182,6849310,K00864.01,Kepler-244 b,CONFIRMED,CANDIDATE,1,0,0,0,0,4.311780262,173.576483,0.196,2.7251,1.15E+03,3.11,0.0511,1038,274.84,86.1,1,q1_q17_dr25_tce,5527,4.484,0.16,0.927,0.956,287.24268,42.301369,15.604,NO_COMMENT
